Intercept,input1,input2,input3,input4,input5,input6,input7
5.204170427930421e-18,2.0382218669787823e-06,-4.274869405674047e-21,4.876938023523134e-06,1.7583809769741114e-11,4.381246370549318e-06,4.0020650647104596e-06,4.381246370549323e-06
3.3881317890172014e-20,4.954075663585548e-10,-1.1580528575742387e-23,1.4596479730545053e-11,4.273898008189647e-15,1.3274169758827492e-11,1.2125337532243088e-11,3.565613920514266e-08
1.7881393432617188e-07,1.9205512237150286e-10,0.0,-1.4551915228366852e-11,410402.7929689424,-2.9103830456733704e-11,-1.1641532182693481e-10,-1.4551915228366852e-11
1.214306433183765e-17,3.2384002454949456e-06,-2.9116757561866574e-22,7.748654623184548e-06,2.7937789688752292e-11,6.961081888004531e-06,6.3586249848530515e-06,6.961081888004538e-06
2.7755575615628914e-16,0.00010991172829381409,-1.0842021724855044e-19,3.238392836800214e-06,9.482122397614018e-10,0.00023626003060298306,0.00021581256443815834,0.0002362600306029831
3.3881317890172014e-21,4.954075663585472e-10,6.203854594147708e-25,1.459647973056258e-11,4.273898022251717e-15,6.562874140062715e-09,1.2125337532245259e-11,1.3274169758829818e-11
-5.293955920339377e-22,2.486142134535368e-10,0.0,7.325064399155406e-12,2.144803323932166e-15,6.661479351430449e-12,6.333081459845237e-10,6.6614793514304364e-12
-5.169878828456423e-25,1.6666874209800149e-12,-8.085824278515371e-29,4.910657569553058e-14,1.437856939357931e-17,4.4657960966588816e-14,4.079297312449008e-14,4.4657960966589384e-14
-1.1920928955078125e-07,1.342301608399042e-10,2.9103830456733704e-11,1.0913936421275139e-10,641927.0940828688,8.36735125631094e-11,-1.4551915228366852e-10,1.2369127944111824e-10
-2.261821987449685e-26,3.8199763614545405e-14,-6.659095375713307e-30,1.1255017346840168e-15,3.2955066741860914e-19,1.0235413857195889e-15,9.349575156532756e-16,1.0235413857195981e-15
